State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Vermont,Cambridge,Joe Biden,Democratic,Yes,294,88.0%,Yes,16
Vermont,Cambridge,Marianne Williamson,Democratic,No,11,3.3%,No,0
Vermont,Cambridge,Dean Phillips,Democratic,No,10,3.0%,No,0
Vermont,Canaan,Joe Biden,Democratic,Yes,37,82.2%,Yes,16
Vermont,Canaan,Marianne Williamson,Democratic,No,3,6.7%,No,0
Vermont,Canaan,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Castleton,Joe Biden,Democratic,Yes,252,89.4%,Yes,16
Vermont,Castleton,Dean Phillips,Democratic,No,11,3.9%,No,0
Vermont,Castleton,Marianne Williamson,Democratic,No,6,2.1%,No,0
Vermont,Cavendish,Joe Biden,Democratic,Yes,115,79.3%,Yes,16
Vermont,Cavendish,Dean Phillips,Democratic,No,10,6.9%,No,0
Vermont,Cavendish,Marianne Williamson,Democratic,No,7,4.8%,No,0
Vermont,Charleston,Joe Biden,Democratic,Yes,43,79.6%,Yes,16
Vermont,Charleston,Marianne Williamson,Democratic,No,4,7.4%,No,0
Vermont,Charleston,Dean Phillips,Democratic,No,3,5.6%,No,0
Vermont,Charlotte,Joe Biden,Democratic,Yes,726,92.2%,Yes,16
Vermont,Charlotte,Marianne Williamson,Democratic,No,23,2.9%,No,0
Vermont,Charlotte,Dean Phillips,Democratic,No,15,1.9%,No,0
Vermont,Chelsea,Joe Biden,Democratic,Yes,52,81.2%,Yes,16
Vermont,Chelsea,Marianne Williamson,Democratic,No,5,7.8%,No,0
Vermont,Chelsea,Dean Phillips,Democratic,No,2,3.1%,No,0
Vermont,Chester,Joe Biden,Democratic,Yes,238,83.8%,Yes,16
Vermont,Chester,Marianne Williamson,Democratic,No,17,6.0%,No,0
Vermont,Chester,Dean Phillips,Democratic,No,11,3.9%,No,0
Vermont,Chittenden,Joe Biden,Democratic,Yes,102,91.1%,Yes,16
Vermont,Chittenden,Dean Phillips,Democratic,No,1,0.9%,No,0
Vermont,Chittenden,Marianne Williamson,Democratic,No,1,0.9%,No,0
Vermont,Clarendon,Joe Biden,Democratic,Yes,133,89.3%,Yes,16
Vermont,Clarendon,Dean Phillips,Democratic,No,3,2.0%,No,0
Vermont,Clarendon,Marianne Williamson,Democratic,No,2,1.3%,No,0
Vermont,Colchester,Joe Biden,Democratic,Yes,1366,86.9%,Yes,16
Vermont,Colchester,Dean Phillips,Democratic,No,49,3.1%,No,0
Vermont,Colchester,Marianne Williamson,Democratic,No,44,2.8%,No,0
Vermont,Concord,Joe Biden,Democratic,Yes,43,74.1%,Yes,16
Vermont,Concord,Marianne Williamson,Democratic,No,4,6.9%,No,0
Vermont,Concord,Dean Phillips,Democratic,No,3,5.2%,No,0
Vermont,Corinth,Joe Biden,Democratic,Yes,108,83.7%,Yes,16
Vermont,Corinth,Marianne Williamson,Democratic,No,8,6.2%,No,0
Vermont,Corinth,Dean Phillips,Democratic,No,2,1.5%,No,0
Vermont,Cornwall,Joe Biden,Democratic,Yes,171,88.6%,Yes,16
Vermont,Cornwall,Dean Phillips,Democratic,No,7,3.6%,No,0
Vermont,Cornwall,Marianne Williamson,Democratic,No,7,3.6%,No,0
Vermont,Coventry,Joe Biden,Democratic,Yes,41,78.8%,Yes,16
Vermont,Coventry,Dean Phillips,Democratic,No,4,7.7%,No,0
Vermont,Coventry,Marianne Williamson,Democratic,No,3,5.8%,No,0
Vermont,Craftsbury,Joe Biden,Democratic,Yes,126,83.4%,Yes,16
Vermont,Craftsbury,Marianne Williamson,Democratic,No,10,6.6%,No,0
Vermont,Craftsbury,Dean Phillips,Democratic,No,2,1.3%,No,0
Vermont,Danby,Joe Biden,Democratic,Yes,59,81.9%,Yes,16
Vermont,Danby,Dean Phillips,Democratic,No,3,4.2%,No,0
Vermont,Danby,Marianne Williamson,Democratic,No,3,4.2%,No,0
Vermont,Danville,Joe Biden,Democratic,Yes,188,90.4%,Yes,16
Vermont,Danville,Dean Phillips,Democratic,No,8,3.8%,No,0
Vermont,Danville,Marianne Williamson,Democratic,No,6,2.9%,No,0
Vermont,Derby,Joe Biden,Democratic,Yes,225,86.5%,Yes,16
Vermont,Derby,Marianne Williamson,Democratic,No,9,3.4%,No,0
Vermont,Derby,Dean Phillips,Democratic,No,7,2.7%,No,0
Vermont,Dorset,Joe Biden,Democratic,Yes,188,94.5%,Yes,16
Vermont,Dorset,Dean Phillips,Democratic,No,2,1.0%,No,0
Vermont,Dorset,Marianne Williamson,Democratic,No,2,1.0%,No,0
Vermont,Dover,Joe Biden,Democratic,Yes,82,87.2%,Yes,16
Vermont,Dover,Dean Phillips,Democratic,No,4,4.3%,No,0
Vermont,Dover,Marianne Williamson,Democratic,No,4,4.3%,No,0
Vermont,Dummerston,Joe Biden,Democratic,Yes,288,86.7%,Yes,16
Vermont,Dummerston,Marianne Williamson,Democratic,No,11,3.3%,No,0
Vermont,Dummerston,Dean Phillips,Democratic,No,10,3.0%,No,0
Vermont,Duxbury,Joe Biden,Democratic,Yes,171,83.8%,Yes,16
Vermont,Duxbury,Dean Phillips,Democratic,No,10,4.9%,No,0
Vermont,Duxbury,Marianne Williamson,Democratic,No,10,4.9%,No,0
Vermont,East Haven,Joe Biden,Democratic,Yes,19,73.1%,Yes,16
Vermont,East Haven,Dean Phillips,Democratic,No,1,3.8%,No,0
Vermont,East Haven,Marianne Williamson,Democratic,No,1,3.8%,No,0
Vermont,East Montpelier,Joe Biden,Democratic,Yes,199,85.0%,Yes,16
Vermont,East Montpelier,Marianne Williamson,Democratic,No,12,5.1%,No,0
Vermont,East Montpelier,Dean Phillips,Democratic,No,2,0.8%,No,0
Vermont,Eden,Joe Biden,Democratic,Yes,35,81.4%,Yes,16
Vermont,Eden,Marianne Williamson,Democratic,No,2,4.6%,No,0
Vermont,Eden,Dean Phillips,Democratic,No,1,2.3%,No,0
Vermont,Elmore,Joe Biden,Democratic,Yes,67,88.2%,Yes,16
Vermont,Elmore,Marianne Williamson,Democratic,No,4,5.3%,No,0
Vermont,Elmore,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Enosburgh,Joe Biden,Democratic,Yes,82,81.2%,Yes,16
Vermont,Enosburgh,Marianne Williamson,Democratic,No,9,8.9%,No,0
Vermont,Enosburgh,Dean Phillips,Democratic,No,4,3.9%,No,0
Vermont,Essex,Joe Biden,Democratic,Yes,792,88.5%,Yes,16
Vermont,Essex,Dean Phillips,Democratic,No,23,2.6%,No,0
Vermont,Essex,Marianne Williamson,Democratic,No,20,2.2%,No,0
Vermont,Essex Junction,Joe Biden,Democratic,Yes,600,86.1%,Yes,16
Vermont,Essex Junction,Marianne Williamson,Democratic,No,35,5.0%,No,0
Vermont,Essex Junction,Dean Phillips,Democratic,No,27,3.9%,No,0
Vermont,Fair Haven,Joe Biden,Democratic,Yes,125,86.2%,Yes,16
Vermont,Fair Haven,Marianne Williamson,Democratic,No,5,3.4%,No,0
Vermont,Fair Haven,Dean Phillips,Democratic,No,4,2.8%,No,0
Vermont,Fairfax,Joe Biden,Democratic,Yes,394,80.7%,Yes,16
Vermont,Fairfax,Marianne Williamson,Democratic,No,25,5.1%,No,0
Vermont,Fairfax,Dean Phillips,Democratic,No,23,4.7%,No,0
Vermont,Fairfield,Joe Biden,Democratic,Yes,93,77.5%,Yes,16
Vermont,Fairfield,Marianne Williamson,Democratic,No,9,7.5%,No,0
Vermont,Fairfield,Dean Phillips,Democratic,No,5,4.2%,No,0
Vermont,Fairlee,Joe Biden,Democratic,Yes,79,86.8%,Yes,16
Vermont,Fairlee,Dean Phillips,Democratic,No,5,5.5%,No,0
Vermont,Fairlee,Marianne Williamson,Democratic,No,4,4.4%,No,0
Vermont,Fayston,Joe Biden,Democratic,Yes,169,90.9%,Yes,16
Vermont,Fayston,Marianne Williamson,Democratic,No,9,4.8%,No,0
Vermont,Fayston,Dean Phillips,Democratic,No,4,2.1%,No,0
Vermont,Ferrisburg,Joe Biden,Democratic,Yes,305,82.2%,Yes,16
Vermont,Ferrisburg,Marianne Williamson,Democratic,No,18,4.8%,No,0
Vermont,Ferrisburg,Dean Phillips,Democratic,No,8,2.2%,No,0
Vermont,Fletcher,Joe Biden,Democratic,Yes,65,87.8%,Yes,16
Vermont,Fletcher,Dean Phillips,Democratic,No,2,2.7%,No,0
Vermont,Fletcher,Marianne Williamson,Democratic,No,2,2.7%,No,0
Vermont,Franklin,Joe Biden,Democratic,Yes,61,77.2%,Yes,16
Vermont,Franklin,Dean Phillips,Democratic,No,6,7.6%,No,0
Vermont,Franklin,Marianne Williamson,Democratic,No,4,5.1%,No,0
Vermont,Georgia,Joe Biden,Democratic,Yes,240,83.0%,Yes,16
Vermont,Georgia,Marianne Williamson,Democratic,No,17,5.9%,No,0
Vermont,Georgia,Dean Phillips,Democratic,No,12,4.2%,No,0
Vermont,Glover,Joe Biden,Democratic,Yes,56,86.2%,Yes,16
Vermont,Glover,Marianne Williamson,Democratic,No,2,3.1%,No,0
Vermont,Glover,Dean Phillips,Democratic,No,1,1.5%,No,0
Vermont,Goshen,Joe Biden,Democratic,Yes,37,90.2%,Yes,16
Vermont,Goshen,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Goshen,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Grafton,Joe Biden,Democratic,Yes,77,89.5%,Yes,16
Vermont,Grafton,Marianne Williamson,Democratic,No,5,5.8%,No,0
Vermont,Grafton,Dean Phillips,Democratic,No,1,1.2%,No,0
Vermont,Granby,Joe Biden,Democratic,Yes,2,100.0%,Yes,16
Vermont,Granby,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Granby,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Grand Isle,Joe Biden,Democratic,Yes,197,88.3%,Yes,16
Vermont,Grand Isle,Dean Phillips,Democratic,No,8,3.6%,No,0
Vermont,Grand Isle,Marianne Williamson,Democratic,No,8,3.6%,No,0
Vermont,Granville,Joe Biden,Democratic,Yes,24,75.0%,Yes,16
Vermont,Granville,Marianne Williamson,Democratic,No,3,9.4%,No,0
Vermont,Granville,Dean Phillips,Democratic,No,2,6.2%,No,0
Vermont,Greensboro,Joe Biden,Democratic,Yes,112,91.1%,Yes,16
Vermont,Greensboro,Marianne Williamson,Democratic,No,4,3.3%,No,0
Vermont,Greensboro,Dean Phillips,Democratic,No,3,2.4%,No,0
Vermont,Groton,Joe Biden,Democratic,Yes,44,80.0%,Yes,16
Vermont,Groton,Marianne Williamson,Democratic,No,4,7.3%,No,0
Vermont,Groton,Dean Phillips,Democratic,No,2,3.6%,No,0
Vermont,Guildhall,Joe Biden,Democratic,Yes,18,85.7%,Yes,16
Vermont,Guildhall,Dean Phillips,Democratic,No,1,4.8%,No,0
Vermont,Guildhall,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Guilford,Joe Biden,Democratic,Yes,306,89.2%,Yes,16
Vermont,Guilford,Marianne Williamson,Democratic,No,13,3.8%,No,0
Vermont,Guilford,Dean Phillips,Democratic,No,10,2.9%,No,0
Vermont,Halifax,Joe Biden,Democratic,Yes,76,83.5%,Yes,16
Vermont,Halifax,Marianne Williamson,Democratic,No,5,5.5%,No,0
Vermont,Halifax,Dean Phillips,Democratic,No,1,1.1%,No,0
Vermont,Hancock,Joe Biden,Democratic,Yes,25,80.6%,Yes,16
Vermont,Hancock,Dean Phillips,Democratic,No,3,9.7%,No,0
Vermont,Hancock,Marianne Williamson,Democratic,No,1,3.2%,No,0
Vermont,Hardwick,Joe Biden,Democratic,Yes,220,78.9%,Yes,16
Vermont,Hardwick,Marianne Williamson,Democratic,No,22,7.9%,No,0
Vermont,Hardwick,Dean Phillips,Democratic,No,10,3.6%,No,0
Vermont,Hartford,Joe Biden,Democratic,Yes,1169,87.8%,Yes,16
Vermont,Hartford,Marianne Williamson,Democratic,No,51,3.8%,No,0
Vermont,Hartford,Dean Phillips,Democratic,No,50,3.8%,No,0
Vermont,Hartland,Joe Biden,Democratic,Yes,318,88.8%,Yes,16
Vermont,Hartland,Dean Phillips,Democratic,No,12,3.4%,No,0
Vermont,Hartland,Marianne Williamson,Democratic,No,7,2.0%,No,0
Vermont,Highgate,Joe Biden,Democratic,Yes,104,73.8%,Yes,16
Vermont,Highgate,Dean Phillips,Democratic,No,14,9.9%,No,0
Vermont,Highgate,Marianne Williamson,Democratic,No,9,6.4%,No,0
Vermont,Hinesburg,Joe Biden,Democratic,Yes,631,86.7%,Yes,16
Vermont,Hinesburg,Dean Phillips,Democratic,No,22,3.0%,No,0
Vermont,Hinesburg,Marianne Williamson,Democratic,No,21,2.9%,No,0
Vermont,Holland,Joe Biden,Democratic,Yes,16,88.9%,Yes,16
Vermont,Holland,Dean Phillips,Democratic,No,2,11.1%,No,0
Vermont,Holland,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Hubbardton,Joe Biden,Democratic,Yes,66,94.3%,Yes,16
Vermont,Hubbardton,Dean Phillips,Democratic,No,2,2.9%,No,0
Vermont,Hubbardton,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Huntington,Joe Biden,Democratic,Yes,250,85.3%,Yes,16
Vermont,Huntington,Dean Phillips,Democratic,No,15,5.1%,No,0
Vermont,Huntington,Marianne Williamson,Democratic,No,13,4.4%,No,0
Vermont,Hyde Park,Joe Biden,Democratic,Yes,210,89.0%,Yes,16
Vermont,Hyde Park,Dean Phillips,Democratic,No,7,2.9%,No,0
Vermont,Hyde Park,Marianne Williamson,Democratic,No,7,2.9%,No,0
Vermont,Ira,Joe Biden,Democratic,Yes,31,100.0%,Yes,16
Vermont,Ira,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Ira,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Irasburg,Joe Biden,Democratic,Yes,27,87.1%,Yes,16
Vermont,Irasburg,Marianne Williamson,Democratic,No,2,6.5%,No,0
Vermont,Irasburg,Dean Phillips,Democratic,No,1,3.2%,No,0
Vermont,Isle La Motte,Joe Biden,Democratic,Yes,55,83.3%,Yes,16
Vermont,Isle La Motte,Dean Phillips,Democratic,No,5,7.6%,No,0
Vermont,Isle La Motte,Marianne Williamson,Democratic,No,4,6.1%,No,0
Vermont,Jamaica,Joe Biden,Democratic,Yes,50,76.9%,Yes,16
Vermont,Jamaica,Dean Phillips,Democratic,No,7,10.8%,No,0
Vermont,Jamaica,Marianne Williamson,Democratic,No,4,6.2%,No,0
Vermont,Jay,Joe Biden,Democratic,Yes,22,75.9%,Yes,16
Vermont,Jay,Dean Phillips,Democratic,No,4,13.8%,No,0
Vermont,Jay,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Jericho,Joe Biden,Democratic,Yes,662,90.9%,Yes,16
Vermont,Jericho,Dean Phillips,Democratic,No,20,2.7%,No,0
Vermont,Jericho,Marianne Williamson,Democratic,No,16,2.2%,No,0
Vermont,Johnson,Joe Biden,Democratic,Yes,165,82.5%,Yes,16
Vermont,Johnson,Marianne Williamson,Democratic,No,17,8.5%,No,0
Vermont,Johnson,Dean Phillips,Democratic,No,5,2.5%,No,0
Vermont,Killington,Joe Biden,Democratic,Yes,188,89.5%,Yes,16
Vermont,Killington,Marianne Williamson,Democratic,No,10,4.8%,No,0
Vermont,Killington,Dean Phillips,Democratic,No,1,0.5%,No,0
Vermont,Kirby,Joe Biden,Democratic,Yes,35,97.2%,Yes,16
Vermont,Kirby,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Kirby,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Landgrove,Joe Biden,Democratic,Yes,16,84.2%,Yes,16
Vermont,Landgrove,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Landgrove,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Leicester,Joe Biden,Democratic,Yes,65,87.8%,Yes,16
Vermont,Leicester,Marianne Williamson,Democratic,No,3,4.1%,No,0
Vermont,Leicester,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Lemington,Joe Biden,Democratic,Yes,8,88.9%,Yes,16
Vermont,Lemington,Marianne Williamson,Democratic,No,1,11.1%,No,0
Vermont,Lemington,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Lincoln,Joe Biden,Democratic,Yes,228,86.7%,Yes,16
Vermont,Lincoln,Marianne Williamson,Democratic,No,10,3.8%,No,0
Vermont,Lincoln,Dean Phillips,Democratic,No,6,2.3%,No,0
Vermont,Londonderry,Joe Biden,Democratic,Yes,140,83.8%,Yes,16
Vermont,Londonderry,Dean Phillips,Democratic,No,8,4.8%,No,0
Vermont,Londonderry,Marianne Williamson,Democratic,No,6,3.6%,No,0
Vermont,Lowell,Joe Biden,Democratic,Yes,20,90.9%,Yes,16
Vermont,Lowell,Marianne Williamson,Democratic,No,1,4.5%,No,0
Vermont,Lowell,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Ludlow,Joe Biden,Democratic,Yes,154,83.2%,Yes,16
Vermont,Ludlow,Dean Phillips,Democratic,No,12,6.5%,No,0
Vermont,Ludlow,Marianne Williamson,Democratic,No,9,4.9%,No,0
Vermont,Lunenburg,Joe Biden,Democratic,Yes,35,76.1%,Yes,16
Vermont,Lunenburg,Marianne Williamson,Democratic,No,6,13.0%,No,0
Vermont,Lunenburg,Dean Phillips,Democratic,No,1,2.2%,No,0
Vermont,Lyndon,Joe Biden,Democratic,Yes,167,80.3%,Yes,16
Vermont,Lyndon,Marianne Williamson,Democratic,No,14,6.7%,No,0
Vermont,Lyndon,Dean Phillips,Democratic,No,9,4.3%,No,0
Vermont,Maidstone,Joe Biden,Democratic,Yes,11,100.0%,Yes,16
Vermont,Maidstone,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Maidstone,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Manchester,Joe Biden,Democratic,Yes,599,90.9%,Yes,16
Vermont,Manchester,Marianne Williamson,Democratic,No,29,4.4%,No,0
Vermont,Manchester,Dean Phillips,Democratic,No,8,1.2%,No,0
Vermont,Marlboro,Joe Biden,Democratic,Yes,131,85.6%,Yes,16
Vermont,Marlboro,Dean Phillips,Democratic,No,6,3.9%,No,0
Vermont,Marlboro,Marianne Williamson,Democratic,No,3,2.0%,No,0
Vermont,Marshfield,Joe Biden,Democratic,Yes,149,86.6%,Yes,16
Vermont,Marshfield,Marianne Williamson,Democratic,No,6,3.5%,No,0
Vermont,Marshfield,Dean Phillips,Democratic,No,2,1.1%,No,0
Vermont,Mendon,Joe Biden,Democratic,Yes,112,91.1%,Yes,16
Vermont,Mendon,Marianne Williamson,Democratic,No,5,4.1%,No,0
Vermont,Mendon,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Middlebury,Joe Biden,Democratic,Yes,924,92.4%,Yes,16
Vermont,Middlebury,Marianne Williamson,Democratic,No,27,2.7%,No,0
Vermont,Middlebury,Dean Phillips,Democratic,No,16,1.6%,No,0
Vermont,Middlesex,Joe Biden,Democratic,Yes,263,85.7%,Yes,16
Vermont,Middlesex,Marianne Williamson,Democratic,No,12,3.9%,No,0
Vermont,Middlesex,Dean Phillips,Democratic,No,7,2.3%,No,0
Vermont,Middletown Springs,Joe Biden,Democratic,Yes,111,82.8%,Yes,16
Vermont,Middletown Springs,Dean Phillips,Democratic,No,4,3.0%,No,0
Vermont,Middletown Springs,Marianne Williamson,Democratic,No,3,2.2%,No,0
Vermont,Milton,Joe Biden,Democratic,Yes,793,84.0%,Yes,16
Vermont,Milton,Marianne Williamson,Democratic,No,42,4.4%,No,0
Vermont,Milton,Dean Phillips,Democratic,No,31,3.3%,No,0
Vermont,Monkton,Joe Biden,Democratic,Yes,200,84.0%,Yes,16
Vermont,Monkton,Dean Phillips,Democratic,No,10,4.2%,No,0
Vermont,Monkton,Marianne Williamson,Democratic,No,8,3.4%,No,0
Vermont,Montgomery,Joe Biden,Democratic,Yes,78,88.6%,Yes,16
Vermont,Montgomery,Marianne Williamson,Democratic,No,2,2.3%,No,0
Vermont,Montgomery,Dean Phillips,Democratic,No,1,1.1%,No,0
Vermont,Montpelier,Joe Biden,Democratic,Yes,1689,83.3%,Yes,16
Vermont,Montpelier,Marianne Williamson,Democratic,No,76,3.7%,No,0
Vermont,Montpelier,Dean Phillips,Democratic,No,37,1.8%,No,0
Vermont,Moretown,Joe Biden,Democratic,Yes,234,89.6%,Yes,16
Vermont,Moretown,Marianne Williamson,Democratic,No,11,4.2%,No,0
Vermont,Moretown,Dean Phillips,Democratic,No,8,3.1%,No,0
Vermont,Morgan,Joe Biden,Democratic,Yes,28,93.3%,Yes,16
Vermont,Morgan,Dean Phillips,Democratic,No,1,3.3%,No,0
Vermont,Morgan,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Morristown,Joe Biden,Democratic,Yes,269,82.5%,Yes,16
Vermont,Morristown,Marianne Williamson,Democratic,No,19,5.8%,No,0
Vermont,Morristown,Dean Phillips,Democratic,No,15,4.6%,No,0
Vermont,Mount Holly,Joe Biden,Democratic,Yes,152,86.4%,Yes,16
Vermont,Mount Holly,Marianne Williamson,Democratic,No,10,5.7%,No,0
Vermont,Mount Holly,Dean Phillips,Democratic,No,2,1.1%,No,0
Vermont,Mount Tabor,Joe Biden,Democratic,Yes,12,75.0%,Yes,16
Vermont,Mount Tabor,Dean Phillips,Democratic,No,2,12.5%,No,0
Vermont,Mount Tabor,Marianne Williamson,Democratic,No,1,6.2%,No,0
Vermont,New Haven,Joe Biden,Democratic,Yes,163,83.6%,Yes,16
Vermont,New Haven,Dean Phillips,Democratic,No,12,6.2%,No,0
Vermont,New Haven,Marianne Williamson,Democratic,No,5,2.6%,No,0
Vermont,Newark,Joe Biden,Democratic,Yes,42,79.2%,Yes,16
Vermont,Newark,Marianne Williamson,Democratic,No,3,5.7%,No,0
Vermont,Newark,Dean Phillips,Democratic,No,1,1.9%,No,0
Vermont,Newbury,Joe Biden,Democratic,Yes,174,86.1%,Yes,16
Vermont,Newbury,Dean Phillips,Democratic,No,9,4.4%,No,0
Vermont,Newbury,Marianne Williamson,Democratic,No,8,4.0%,No,0
Vermont,Newfane,Joe Biden,Democratic,Yes,152,86.8%,Yes,16
Vermont,Newfane,Marianne Williamson,Democratic,No,7,4.0%,No,0
Vermont,Newfane,Dean Phillips,Democratic,No,4,2.3%,No,0
Vermont,Newport,Joe Biden,Democratic,Yes,268,83.0%,Yes,16
Vermont,Newport,Dean Phillips,Democratic,No,17,5.3%,No,0
Vermont,Newport,Marianne Williamson,Democratic,No,11,3.4%,No,0
Vermont,Newport Town,Joe Biden,Democratic,Yes,38,79.2%,Yes,16
Vermont,Newport Town,Dean Phillips,Democratic,No,3,6.2%,No,0
Vermont,Newport Town,Marianne Williamson,Democratic,No,2,4.2%,No,0
Vermont,North Hero,Joe Biden,Democratic,Yes,171,91.9%,Yes,16
Vermont,North Hero,Dean Phillips,Democratic,No,5,2.7%,No,0
Vermont,North Hero,Marianne Williamson,Democratic,No,5,2.7%,No,0
Vermont,Northfield,Joe Biden,Democratic,Yes,316,84.3%,Yes,16
Vermont,Northfield,Dean Phillips,Democratic,No,13,3.5%,No,0
Vermont,Northfield,Marianne Williamson,Democratic,No,13,3.5%,No,0
Vermont,Norton,Joe Biden,Democratic,Yes,8,88.9%,Yes,16
Vermont,Norton,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Norton,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Norwich,Joe Biden,Democratic,Yes,857,91.1%,Yes,16
Vermont,Norwich,Dean Phillips,Democratic,No,23,2.4%,No,0
Vermont,Norwich,Marianne Williamson,Democratic,No,13,1.4%,No,0
Vermont,Orange,Joe Biden,Democratic,Yes,29,85.3%,Yes,16
Vermont,Orange,Dean Phillips,Democratic,No,5,14.7%,No,0
Vermont,Orange,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Orwell,Joe Biden,Democratic,Yes,94,87.9%,Yes,16
Vermont,Orwell,Dean Phillips,Democratic,No,4,3.7%,No,0
Vermont,Orwell,Marianne Williamson,Democratic,No,2,1.9%,No,0
Vermont,Panton,Joe Biden,Democratic,Yes,82,85.4%,Yes,16
Vermont,Panton,Dean Phillips,Democratic,No,5,5.2%,No,0
Vermont,Panton,Marianne Williamson,Democratic,No,3,3.1%,No,0
Vermont,Pawlet,Joe Biden,Democratic,Yes,133,88.7%,Yes,16
Vermont,Pawlet,Marianne Williamson,Democratic,No,7,4.7%,No,0
Vermont,Pawlet,Dean Phillips,Democratic,No,2,1.3%,No,0
Vermont,Peacham,Joe Biden,Democratic,Yes,83,87.4%,Yes,16
Vermont,Peacham,Dean Phillips,Democratic,No,3,3.1%,No,0
Vermont,Peacham,Marianne Williamson,Democratic,No,1,1.1%,No,0
Vermont,Peru,Joe Biden,Democratic,Yes,33,91.7%,Yes,16
Vermont,Peru,Dean Phillips,Democratic,No,1,2.8%,No,0
Vermont,Peru,Marianne Williamson,Democratic,No,0,0.0%,No,0
Vermont,Pittsfield,Joe Biden,Democratic,Yes,20,87.0%,Yes,16
Vermont,Pittsfield,Marianne Williamson,Democratic,No,1,4.3%,No,0
Vermont,Pittsfield,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Pittsford,Joe Biden,Democratic,Yes,179,83.6%,Yes,16
Vermont,Pittsford,Marianne Williamson,Democratic,No,14,6.5%,No,0
Vermont,Pittsford,Dean Phillips,Democratic,No,4,1.9%,No,0
Vermont,Plainfield,Joe Biden,Democratic,Yes,176,75.2%,Yes,16
Vermont,Plainfield,Marianne Williamson,Democratic,No,10,4.3%,No,0
Vermont,Plainfield,Dean Phillips,Democratic,No,4,1.7%,No,0
Vermont,Plymouth,Joe Biden,Democratic,Yes,75,84.3%,Yes,16
Vermont,Plymouth,Marianne Williamson,Democratic,No,5,5.6%,No,0
Vermont,Plymouth,Dean Phillips,Democratic,No,4,4.5%,No,0
Vermont,Pomfret,Joe Biden,Democratic,Yes,199,92.6%,Yes,16
Vermont,Pomfret,Dean Phillips,Democratic,No,7,3.2%,No,0
Vermont,Pomfret,Marianne Williamson,Democratic,No,5,2.3%,No,0
Vermont,Poultney,Joe Biden,Democratic,Yes,179,84.0%,Yes,16
Vermont,Poultney,Marianne Williamson,Democratic,No,12,5.6%,No,0
Vermont,Poultney,Dean Phillips,Democratic,No,7,3.3%,No,0
Vermont,Pownal,Joe Biden,Democratic,Yes,161,83.4%,Yes,16
Vermont,Pownal,Marianne Williamson,Democratic,No,10,5.2%,No,0
Vermont,Pownal,Dean Phillips,Democratic,No,8,4.1%,No,0
Vermont,Proctor,Joe Biden,Democratic,Yes,80,86.0%,Yes,16
Vermont,Proctor,Dean Phillips,Democratic,No,4,4.3%,No,0
Vermont,Proctor,Marianne Williamson,Democratic,No,4,4.3%,No,0
Vermont,Putney,Joe Biden,Democratic,Yes,340,85.6%,Yes,16
Vermont,Putney,Marianne Williamson,Democratic,No,19,4.8%,No,0
Vermont,Putney,Dean Phillips,Democratic,No,9,2.3%,No,0
Vermont,Randolph,Joe Biden,Democratic,Yes,410,87.4%,Yes,16
Vermont,Randolph,Marianne Williamson,Democratic,No,19,4.0%,No,0
Vermont,Randolph,Dean Phillips,Democratic,No,13,2.8%,No,0
Vermont,Reading,Joe Biden,Democratic,Yes,123,92.5%,Yes,16
Vermont,Reading,Dean Phillips,Democratic,No,5,3.8%,No,0
Vermont,Reading,Marianne Williamson,Democratic,No,2,1.5%,No,0
Vermont,Readsboro,Joe Biden,Democratic,Yes,63,91.3%,Yes,16
Vermont,Readsboro,Marianne Williamson,Democratic,No,2,2.9%,No,0
Vermont,Readsboro,Dean Phillips,Democratic,No,0,0.0%,No,0
Vermont,Richford,Joe Biden,Democratic,Yes,85,80.2%,Yes,16
